report,technique_id,technique_name,score,flagged,instances,sections,best_evidence
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1136.001,Local Account,100,1,3,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Case Summary | Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Persistence,create a new user
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1190,Exploit Public-Facing Application,100,1,9,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Case Summary | Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Command and Control | Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Detections > Network | Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Diamond Model Indicators > File,a template injection vulnerability
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1202,Indirect Command Execution,100,0,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Diamond Model Indicators > File,runassystem.exe
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1213,,100,0,0,,
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1213.001,Confluence,100,0,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Execution,Confluence was exploited
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1486,Data Encrypted for Impact,100,1,4,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware | Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Exfiltration | Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Impact,file encryption
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1547.001,Registry Run Keys / Startup Folder,100,0,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Impact,Registry run key
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1547.012,Print Processors,100,0,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Diamond Model Indicators > File,spider.dll
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1550,,100,0,0,,
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1550.002,Pass the Hash,100,0,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Lateral Movement,Pass-the-Hash
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1554,Compromise Host Software Binary,100,0,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Detections > Yara,Mimikatz_Memory_Rule_1
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1570,Lateral Tool Transfer,100,0,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Lateral Movement,file transfer has been initiated
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1574,,100,0,0,,
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1574.001,DLL,100,1,4,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Diamond Model Indicators > File | Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Execution | Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Persistence,spider.dll
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1595,,100,0,0,,
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1595.001,Scanning IP Blocks,100,0,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Discovery,initiated a scan
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1673,Virtual Machine Discovery,100,0,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Impact,Get-VM
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1003.001,LSASS Memory,95,1,8,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Case Summary | Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Credential Access | Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Impact | Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Privilege Escalation,LSASS dumping
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1136,Create Account,95,0,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Persistence,user creation
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1587,,95,0,0,,
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1587.003,Digital Certificates,95,0,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Command and Control,self-signed certificate
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1003.006,DCSync,90,0,2,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Case Summary | Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Credential Access,NTLM hashes
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1011,Exfiltration Over Other Network Medium,90,0,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Command and Control,exfiltrate data
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1055,,90,0,0,,
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1078,Valid Accounts,90,0,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Credential Access,logged-on domain user account
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1134,,90,0,0,,
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1134.001,Token Impersonation/Theft,90,0,2,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Case Summary | Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Privilege Escalation,Token Duplication
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1187,Forced Authentication,90,0,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Credential Access,secretsdump.exe on the compromised
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1219,,90,0,0,,
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1219.002,Remote Desktop Software,90,0,2,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Command and Control,AnyDesk
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1548,Abuse Elevation Control Mechanism,90,0,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Privilege Escalation,Named Pipe
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1003,OS Credential Dumping,80,0,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Credential Access,view the Mimikatz output file
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1003.003,NTDS,80,0,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Credential Access,NTDS.dit via vssadmin
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1003.004,LSA Secrets,80,0,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Credential Access,LSA Secrets
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1027.007,Dynamic API Resolution,80,0,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Initial Access,dynamically at runtime
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1041,Exfiltration Over C2 Channel,80,0,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Case Summary,establish a C2 channel to
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1049,System Network Connections Discovery,80,0,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Discovery,list members
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1055.002,Portable Executable Injection,80,0,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Initial Access,only imported two
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1095,Non-Application Layer Protocol,80,0,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Command and Control,raw TCP sockets
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1133,External Remote Services,80,0,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Detections > Network,Common Construct Bind_API
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1210,Exploitation of Remote Services,80,1,5,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Case Summary | Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Detections > Network | Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Discovery | Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Initial Access,exploit Zerologon
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1543,,80,0,0,,
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1543.003,Windows Service,80,0,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Persistence,install AnyDesk on the system as a service
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1654,Log Enumeration,80,0,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Discovery,findstr /C:”MS-RPRN” /C:”MS-PAR”
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1685,Disable or Modify Tools,80,0,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Defense Evasion,Defender Control
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1686,Disable or Modify System Firewall,80,0,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Defense Evasion,netsh advfirewall
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1027,,70,0,0,,
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1021,,60,0,0,,
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1027.004,Compile After Delivery,60,1,2,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Initial Access,contained only the main
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1033,System Owner/User Discovery,60,0,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Discovery,whoami command
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1036,,60,0,0,,
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1070,,60,0,0,,
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1070.004,File Deletion,60,1,2,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Impact | Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Key Takeaways,event logs were deleted
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1547,,60,0,0,,
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1021.002,SMB/Windows Admin Shares,20,1,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Discovery,SMB access (read/write)
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1036.007,Double File Extension,20,1,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Credential Access,sessionresume_
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1040,Network Sniffing,20,1,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Discovery,netscan file ‘delete[.]me’
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1069,,20,0,0,,
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1069.001,Local Groups,20,1,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Persistence,local group name
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1090,,20,0,0,,
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1090.002,External Proxy,20,1,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Command and Control,Connecting directly
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1204,,20,0,0,,
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1204.002,Malicious File,20,1,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Detections > Sigma,CVE-2023-22518 Exploitation Attempt - Suspicious
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1218,,20,0,0,,
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1218.010,Regsvr32,20,1,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Persistence,dll being executed using rundll32
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1499,,20,0,0,,
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1499.002,Service Exhaustion Flood,20,1,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Analysts,ELPACO-team Ransomware
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1546,Event Triggered Execution,20,1,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Execution,pipe creation event
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1546.009,AppCert DLLs,20,1,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Execution,u1.bat
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1547.004,Winlogon Helper DLL,20,1,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Privilege Escalation,tool named zero.exe
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1547.008,LSASS Driver,20,1,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Credential Access,different user account
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1548.003,Sudo and Sudo Caching,20,1,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Persistence,set the unattended
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1564,,20,0,0,,
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1564.009,Resource Forking,20,1,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware > Impact,executed itself
dfir-2025-05-19-another-confluence-bites-the-dust-falling-to-elpaco-team-ransomware,T1657,Financial Theft,20,1,1,Another Confluence Bites the Dust: Falling to ELPACO-team Ransomware,ELPACO-team Ransomware
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1003.001,LSASS Memory,100,0,5,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Case Summary | Hide Your RDP: Password Spray Leads to RansomHub Deployment > Credential Access | Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration > 2.03 GB > MITRE ATT&CK | Hide Your RDP: Password Spray Leads to RansomHub Deployment > Key Takeaways,extract stored credentials and interact with LSASS
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1021,Remote Services,100,0,4,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Case Summary | Hide Your RDP: Password Spray Leads to RansomHub Deployment > Command and Control > Atera and Splashtop,used RDP
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1021.001,Remote Desktop Protocol,100,1,14,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Case Summary | Hide Your RDP: Password Spray Leads to RansomHub Deployment > Command and Control > Atera and Splashtop | Hide Your RDP: Password Spray Leads to RansomHub Deployment > Command and Control > Direct RDP access | Hide Your RDP: Password Spray Leads to RansomHub Deployment > Credential Access,successful logons
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1021.004,SSH,100,1,2,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration | Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration > 2.03 GB > Sigma,exfiltrate data over an SSH
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1048,Exfiltration Over Alternative Protocol,100,0,3,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Case Summary | Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration | Hide Your RDP: Password Spray Leads to RansomHub Deployment > Key Takeaways,facilitate the exfiltration of data
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1059,,100,0,0,,
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1059.001,PowerShell,100,0,1,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Execution,numerous PowerShell commands were executed
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1059.003,Windows Command Shell,100,0,2,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Execution,a batch script used to execute a RClone job
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1059.005,Visual Basic,100,0,2,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Execution | Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration,<mark>`nocmd.vbs`</mark> was executed as part of the exfiltration process
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1110,,100,0,0,,
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1110.003,Password Spraying,100,1,10,Hide Your RDP: Password Spray Leads to RansomHub Deployment | Hide Your RDP: Password Spray Leads to RansomHub Deployment > Case Summary | Hide Your RDP: Password Spray Leads to RansomHub Deployment > Command and Control > Direct RDP access | Hide Your RDP: Password Spray Leads to RansomHub Deployment > Discovery,password spray
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1133,External Remote Services,100,1,2,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Case Summary | Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration > 2.03 GB > MITRE ATT&CK,installed via RDP on two backup servers
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1218,,100,0,0,,
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1218.007,Msiexec,100,0,1,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration > 2.03 GB > Computed,setup.msi
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1490,Inhibit System Recovery,100,0,1,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Defense Evasion,delete shadow copy
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1563.002,RDP Hijacking,100,0,3,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Case Summary | Hide Your RDP: Password Spray Leads to RansomHub Deployment > Command and Control > Atera and Splashtop | Hide Your RDP: Password Spray Leads to RansomHub Deployment > Command and Control > Direct RDP access,used RDP to move laterally
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1685,,100,0,0,,
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1685.005,Clear Windows Event Logs,100,0,1,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Defense Evasion,clear Windows logs
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1003,OS Credential Dumping,95,0,1,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Credential Access,Mimikatz was used to capture various sensitive information
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1016,System Network Configuration Discovery,90,0,1,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Discovery,network interface configuration
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1115,Clipboard Data,90,0,1,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Command and Control > Atera and Splashtop,ClipboardChange
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1486,Data Encrypted for Impact,90,0,1,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration > 2.03 GB > Impact,left impacted files encrypted
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1567,,90,0,0,,
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1567.002,Exfiltration to Cloud Storage,90,0,1,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration,data exfiltrated to the remote server
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1016.001,Internet Connection Discovery,80,0,1,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Discovery,Test connectivity and resolve internal hostnames
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1021.002,SMB/Windows Admin Shares,80,0,1,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Key Takeaways,spread over SMB
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1049,System Network Connections Discovery,80,1,3,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Case Summary | Hide Your RDP: Password Spray Leads to RansomHub Deployment > Discovery | Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration > 2.03 GB > Sigma,execution of the NetScan tool
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1071,,80,0,0,,
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1071.002,File Transfer Protocols,80,0,2,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Case Summary | Hide Your RDP: Password Spray Leads to RansomHub Deployment > Lateral Movement > SMB,exfiltrate files over SFTP
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1071.004,DNS,80,0,1,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration > 2.03 GB > Network,Splashtop Domain in DNS Lookup
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1078,Valid Accounts,80,0,1,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Case Summary,credential harvesting
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1482,Domain Trust Discovery,80,0,1,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Discovery,Discover domain trust relationships
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1564.006,Run Virtual Instance,80,1,2,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Command and Control > Atera and Splashtop | Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration > 2.03 GB > Impact,VirtualBox-hosted environment
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1210,Exploitation of Remote Services,70,0,1,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Key Takeaways,executed using remote services
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1070,,60,0,0,,
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1070.004,File Deletion,60,1,2,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Case Summary | Hide Your RDP: Password Spray Leads to RansomHub Deployment > Discovery,delete shadow
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1190,Exploit Public-Facing Application,50,0,1,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Case Summary,internet-facing RDP server
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1554,Compromise Host Software Binary,50,0,1,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration > 2.03 GB > Yara,BINARYALERT_Hacktool_Windows_Mimikatz_Copywrite
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1564,,50,0,0,,
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1036,,20,0,0,,
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1036.010,Masquerade Account Name,20,1,1,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Command and Control > Atera and Splashtop,disp name johnattan
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1087,,20,0,0,,
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1087.002,Domain Account,20,1,1,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration > 2.03 GB > MITRE ATT&CK,Domain Account
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1134,Access Token Manipulation,20,1,1,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Initial Access,Elevated Token: Yes
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1518,,20,0,0,,
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1518.001,Security Software Discovery,20,1,1,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Discovery,downloaded the Advanced IP Scanner
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1546,Event Triggered Execution,20,1,1,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Persistence,setting up services
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1552,Unsecured Credentials,20,1,1,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration > 2.03 GB > Yara,DITEKSHEN_INDICATOR_RMM_Atera_CERT
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1557,,20,0,0,,
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1557.001,Name Resolution Poisoning and SMB Relay,20,1,1,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Discovery,making DNS requests
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1563,Remote Service Session Hijacking,20,1,1,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Persistence,deployed Atera
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1564.004,NTFS File Attributes,20,1,2,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration > 2.03 GB | Hide Your RDP: Password Spray Leads to RansomHub Deployment > Exfiltration > 2.03 GB > Sigma,NTFS artifacts
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1590,,20,0,0,,
dfir-2025-06-30-hide-your-rdp-password-spray-leads-to-ransomhub-deployment,T1590.005,IP Addresses,20,1,1,Hide Your RDP: Password Spray Leads to RansomHub Deployment > Initial Access,accessing the _Initial Access Use_
dfir-2025-09-08-blurring-the-lines-intrusion-shows-connection-with-three-major-ransomw,T1021,,100,0,0,,
